year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2004,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1296,277,66.43,4,166.35,0.23,39.98,1,6,13201,4795,409,5761,8,2228
2004,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2684,461,70.67,1.32,189.79,12.11,187.11,1,8,20322,3605,36,6773,449,9459
2004,5,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",31,5,0.72,1,3.28,0,0,0,0,278,86,73,119,0,0
2004,5,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",445,96,30.73,3.4,24.62,0,37.25,8,2,7433,1986,471,1728,0,3248
2004,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1175,317,51.6,1.93,227.31,0.85,35.31,3,2,13689,3113,57,8289,28,2202
2004,5,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",150,50,14.12,9.03,22.47,0,4.39,4,2,2075,574,664,709,0,128
2004,5,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",341,130,27.4,0.11,88.4,0,14.09,5,2,6390,2092,10,3560,0,728
2004,5,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",394,94,19.1,3.09,39.72,0,32.09,7,2,4966,787,289,1817,0,2073
2004,5,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",93,26,12.61,1.68,9.88,0.4,1.43,4,1,1293,575,155,522,16,25
2004,5,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",250,89,23.13,29.24,32.89,0.85,2.9,6,0,5615,1167,2360,1915,50,123
2004,5,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,7,0,0,7,0,0,1,0,241,0,0,241,0,0
2004,5,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",389,52,11.31,2.02,33.64,0,5.04,1,5,3085,1046,538,1131,0,370
2004,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1289,268,89.14,12.36,105.96,0.81,59.72,6,5,19345,7639,790,5770,21,5125
2004,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2677,451,75.69,21.02,153.01,8.11,193.17,0,3,20024,3221,1994,5570,306,8933
2004,6,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",30,8,1.08,0,5.68,0,1.25,0,0,371,27,0,227,0,117
2004,6,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",445,122,29.36,1.76,25.69,0,65.2,12,0,7721,1468,312,1713,0,4228
2004,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1204,321,59.62,6.74,192.09,0,62.55,3,2,12734,2691,249,6859,0,2935
2004,6,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",90,27,6.83,0.6,16.35,0,3.22,1,0,1168,207,18,763,0,180
2004,6,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",360,135,41.81,0,61.82,0.31,31.07,5,4,5225,1726,0,2195,22,1282
2004,6,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",414,132,30.98,3.39,58.61,1.28,37.73,8,1,7213,1413,266,2744,32,2758
2004,6,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",111,35,21.74,1.7,10.29,0,1.27,3,1,1650,1066,142,353,0,89
2004,6,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",510,134,45.77,42.26,44.12,0.29,1.56,14,1,8087,3118,2720,2197,5,47
2004,6,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",48,20,2.54,0,14.54,0.86,2.06,4,0,960,65,0,729,59,107
2004,6,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",386,44,11,0,19.95,0,13.05,5,2,2959,636,0,1013,0,1310
2004,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1333,398,108,21.21,170.61,0.44,97.73,14,3,27021,8453,1453,9192,25,7898
2004,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2869,691,106.8,20.98,263.95,13.78,285.49,1,10,35223,4969,1419,11787,456,16592
2004,7,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",26,4,1.89,0,2.11,0,0,0,0,129,33,0,96,0,0
2004,7,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",226,56,10.9,1.36,17.64,0.3,25.8,7,1,5022,634,208,1526,9,2645
2004,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1246,441,73.09,7.06,267.28,0,93.57,6,1,21042,3170,437,12086,0,5349
2004,7,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",33,12,4.22,1,5.12,0.67,1,1,0,591,132,25,363,20,51
2004,7,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",371,144,33.37,0,90.31,0.91,19.41,7,4,5744,1651,0,3274,25,794
2004,7,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",433,174,47.63,9.2,68.55,0.63,47.99,15,0,11882,2976,883,4109,29,3885
2004,7,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",123,39,15.01,5.5,14.59,0,3.9,3,0,1943,723,416,553,0,251
2004,7,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1197,407,134.01,97.4,169.95,0.33,5.31,33,1,24801,6882,8032,9636,10,241
2004,7,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",56,24,1.03,0,19.93,0,3.05,2,0,1457,29,0,1325,0,103
2004,7,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",395,79,11.72,0,52.54,0,14.75,1,3,4152,764,0,1731,0,1657
2004,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1343,430,135.32,22.33,132.83,1.03,138.5,11,11,33021,10639,2046,8053,55,12228
2004,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2900,750,114.09,15.01,254.25,13.33,353.32,19,0,43924,6123,1254,13987,457,22103
2004,8,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",27,1,0,0,1,0,0,0,0,52,0,0,52,0,0
2004,8,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",535,82,12.84,2,19.29,0,47.87,39,0,7128,836,95,1295,0,4902
2004,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1249,395,60.5,4.93,231.45,1.33,96.79,14,12,20093,3659,315,9992,64,6063
2004,8,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",11,4,3,0,1,0,0,0,1,93,76,0,17,0,0
2004,8,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",372,126,36.1,0.61,65.08,0.47,23.74,7,5,5819,1739,82,2600,7,1391
2004,8,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",440,134,36.99,2.59,59.74,1.54,33.14,18,0,8638,2159,209,3235,38,2997
2004,8,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",123,44,16.87,1.42,24.95,0,0.77,3,1,1984,730,136,1069,0,49
2004,8,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1209,310,91.55,83,126.61,1.45,7.39,32,9,15944,3620,5796,6149,44,335
2004,8,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",58,22,1.5,0,19.34,0,1.17,0,1,1254,84,0,1121,0,49
2004,8,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",399,73,20.97,0.58,37.74,0,13.71,2,4,4639,1713,21,1605,0,1300
2004,9,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1162,219,71.14,12.98,94.67,4.06,36.15,29,1,11317,4554,945,2842,285,2691
2004,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2570,261,50.07,6.42,90.5,8.18,105.83,155,6,11258,2223,544,2991,257,5243
2004,9,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",26,2,0.82,0,1.18,0,0,0,0,40,18,0,22,0,0
2004,9,DH,Atlantic Coast Airlines,JFK,"New York, NY: John F. Kennedy International",510,77,8.31,0,34.73,0,33.96,15,0,4033,295,0,1713,0,2025
2004,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1138,226,60.05,2.61,124.27,2.93,36.14,67,1,10040,3528,101,3926,382,2103
2004,9,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",29,11,7,0,3.1,0,0.9,0,0,420,234,0,111,0,75
2004,9,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",336,91,26.58,0,52.02,0.53,11.87,5,0,3768,1402,0,1789,8,569
2004,9,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",421,127,51.63,3.47,39.39,0,32.51,12,0,6440,2443,296,1469,0,2232
2004,9,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",90,22,10.26,1.12,10.19,0,0.44,0,0,863,442,82,332,0,7
2004,9,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1170,250,91.3,61.32,93.71,0,3.67,20,2,11632,4341,4110,3027,0,154
2004,9,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",34,7,1.72,0,5.28,0,0,0,0,156,34,0,122,0,0
2004,9,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",362,71,21.65,0,37.11,2.58,9.66,1,0,2923,1125,0,1001,396,401
2004,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1165,175,68.1,5.96,79.27,1.38,20.29,7,1,8709,4527,270,2412,54,1446
2004,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2673,264,61.13,6.51,102.86,5.74,87.77,1,1,10830,3553,604,3082,131,3460
2004,10,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,10,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",517,79,13.95,0,17.68,0,47.38,19,0,3150,413,0,819,0,1918
2004,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1256,235,45.72,0.5,163.13,0,25.65,5,1,8100,2233,9,4711,0,1147
2004,10,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",31,10,5.8,1,1.2,0,2,1,0,376,147,18,48,0,163
2004,10,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",339,99,30.15,0.37,43.35,2.18,22.95,3,1,3493,1107,7,1131,74,1174
2004,10,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",387,84,24.45,1.4,35.32,0,22.83,0,0,3808,1046,47,1573,0,1142
2004,10,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",124,40,14.68,1.23,22.95,0,1.14,2,0,1316,628,64,587,0,37
2004,10,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1212,291,118.34,63.85,100.33,1.56,6.93,15,0,14053,6572,3499,3715,27,240
2004,10,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,14,0,0,12.66,1.34,0,0,0,371,0,0,329,42,0
2004,10,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",372,52,16.18,0,26.69,0,9.12,3,0,2489,1141,0,673,0,675
2004,11,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1099,174,39.64,2.99,103.15,2.54,25.68,6,1,7285,2613,157,2741,258,1516
2004,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2708,365,86.93,1.82,147.09,15,114.16,1,2,11981,3466,132,4054,423,3906
2004,11,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",25,3,0,0,3,0,0,0,0,75,0,0,75,0,0
2004,11,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",389,52,9.66,0,7.82,0,34.52,4,1,2448,455,0,214,0,1779
2004,11,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1235,227,39.75,1.27,140,0,45.98,5,0,7857,1761,55,3743,0,2298
2004,11,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",21,5,2.92,0,2.08,0,0,0,1,380,258,0,122,0,0
2004,11,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",293,97,34.63,0,42.97,0,19.39,3,0,3531,1281,0,1199,0,1051
2004,11,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",375,87,31.15,4.91,31.05,0,19.9,4,0,3902,1234,487,1117,0,1064
2004,11,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",118,17,4.67,1.27,10.7,0,0.35,0,0,445,126,39,269,0,11
2004,11,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1170,252,90.51,63.02,92.97,0.7,4.8,12,0,11887,4976,3781,2925,23,182
2004,11,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29,6,1.1,0,4.9,0,0,0,0,244,40,0,204,0,0
2004,11,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",347,60,15.08,0,37.22,0,7.7,0,0,2177,712,0,925,0,540
2004,12,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1148,371,98.97,7.66,157.54,2.82,104.02,6,1,23706,7079,916,6744,135,8832
2004,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2943,965,202.2,6.48,279.49,23.17,453.66,0,6,44278,8287,795,9870,759,24567
2004,12,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",22,4,0.29,0,3.71,0,0,1,0,111,12,0,99,0,0
2004,12,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",396,84,23.79,1,5.19,0,54.02,11,1,5128,1238,46,293,0,3551
2004,12,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1249,344,71.86,5.35,145.19,1,120.6,13,3,17306,4573,438,5627,33,6635
2004,12,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",31,8,4.66,0.28,1.07,0,2,0,0,234,119,8,49,0,58
2004,12,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",306,105,34.1,0,47.13,0.92,22.86,1,0,4376,1650,0,1552,31,1143
2004,12,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",386,133,37.54,6.5,55.67,0,33.29,4,0,7902,2096,526,2572,0,2708
2004,12,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",91,21,7.97,3.09,9.19,0,0.75,0,0,783,304,160,281,0,38
2004,12,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1243,340,144.83,111.5,72.73,1,9.94,150,3,24669,11063,8442,4048,55,1061
2004,12,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29,11,1.71,0.05,7.45,0,1.79,3,0,569,125,1,383,0,60
2004,12,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",363,94,18.85,0.81,62.24,0,12.1,2,1,3027,847,39,1634,0,507
2005,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1152,352,103.25,6.83,151.04,0.4,90.48,77,8,19307,6803,333,6007,8,6156
2005,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2892,1014,204.03,4.97,330.84,16.38,457.79,76,12,53653,9042,1817,15756,531,26507
2005,1,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",19,2,0.79,0,0.78,0,0.43,1,0,49,15,0,21,0,13
2005,1,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",393,50,13.2,0.95,9.77,0,26.08,47,1,1991,562,117,349,0,963
2005,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1270,351,66.79,1.85,170.59,0,111.77,65,0,18750,4554,116,7622,0,6458
2005,1,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",2,2,0,0,0,0,2,0,0,111,0,0,0,0,111
2005,1,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",256,55,19.04,0.31,17.88,2.18,15.58,10,2,2542,801,9,826,59,847
2005,1,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",392,134,31.2,10.87,63.87,0,28.06,39,2,7581,1817,781,2739,0,2244
2005,1,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",89,27,8.41,1.25,17.31,0,0.03,3,1,1328,518,112,694,0,4
2005,1,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1242,357,136.43,102.97,101.56,0.13,15.91,115,5,21171,8511,6607,5149,4,900
2005,1,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",23,6,0.72,0.8,2.82,0.33,1.33,1,0,297,28,40,148,6,75
2005,1,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",372,54,18.86,0.48,24.36,0,10.3,21,0,2651,1140,17,779,0,715
2005,2,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1048,248,79.53,4.75,109.8,0,53.92,31,1,13420,5617,179,3925,0,3699
2005,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2649,816,137.22,2.92,298.07,7.45,370.35,5,4,32478,6631,287,8894,262,16404
2005,2,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",19,3,0,0.38,2.62,0,0,0,0,129,0,8,121,0,0
2005,2,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",235,37,19.15,1,9.26,0,7.59,3,1,1779,948,56,429,0,346
2005,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1150,228,38.15,0.84,104.53,0,84.48,19,1,9823,2182,39,3039,0,4563
2005,2,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",56,12,4.97,1,2.47,0,3.56,4,0,577,156,162,72,0,187
2005,2,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",224,33,10.96,1,10.79,0,10.25,3,1,1471,546,65,371,0,489
2005,2,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",360,84,28.8,3.01,30.06,0,22.13,8,0,3958,1307,188,1059,0,1404
2005,2,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",95,28,8.18,0.42,17.97,0,1.42,0,0,1004,372,32,477,0,123
2005,2,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1259,236,99.42,52.99,74.23,1,8.36,44,2,11681,6531,2261,2446,89,354
2005,2,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",21,2,0,0,2,0,0,1,0,45,0,0,45,0,0
2005,2,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",336,57,14.86,1,31.48,0,9.66,4,0,2273,668,27,940,0,638
2005,3,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1191,323,119.36,3.67,115.58,1.18,83.2,20,13,23715,10278,749,5192,31,7465
2005,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3171,1184,174.84,8.86,364.89,12.07,623.33,34,21,63746,8202,2041,16498,474,36531
2005,3,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",29,3,0.29,0,2.71,0,0,0,0,159,6,0,153,0,0
2005,3,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",271,45,18.54,0.29,12.93,0,13.24,9,0,2476,573,6,1022,0,875
2005,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1280,355,59.78,2.27,154.71,0,138.23,27,8,18114,3464,288,6176,0,8186
2005,3,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",61,7,2.87,0,2.79,0,1.35,4,0,402,101,0,236,0,65
2005,3,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",248,50,13.65,0.56,31.73,0.43,3.62,1,0,1783,519,22,1096,16,130
2005,3,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",396,92,25.73,9.21,21.84,0.79,34.43,13,2,5039,996,557,1170,42,2274
2005,3,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",124,29,9.57,1.71,16.02,0,1.71,2,0,1457,537,179,631,0,110
2005,3,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1395,306,89.64,82.51,114.21,4.32,15.32,59,4,14931,3522,4944,4885,319,1261
2005,3,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",25,5,0.25,0,2.89,0,1.85,0,0,345,14,0,275,0,56
2005,3,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",395,76,16.46,1,46.06,0,12.48,3,4,4339,1079,109,2146,0,1005
2005,4,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1103,232,76.5,5.2,103.25,1,46.06,13,9,12565,5051,356,4274,18,2866
2005,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3240,906,100.96,9.51,467.47,5.51,322.56,18,15,49542,4684,2050,21425,130,21253
2005,4,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",30,4,0,0.97,3.03,0,0,1,0,310,0,229,81,0,0
2005,4,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",260,48,14.21,0,13.71,0,20.08,10,0,2933,628,0,1031,0,1274
2005,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1208,304,54,2.13,172.2,0,75.67,4,1,16405,3244,209,8692,0,4260
2005,4,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",87,14,3.45,3.82,4.26,0,2.47,6,0,1050,169,433,299,0,149
2005,4,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",240,60,10.92,0,43.42,1.79,3.87,1,0,2993,562,0,2175,38,218
2005,4,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",395,103,39.62,2.55,34.66,0.85,25.32,13,2,5392,1967,97,1846,52,1430
2005,4,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",92,32,12.47,1.9,17.62,0,0.02,2,1,1320,611,164,544,0,1
2005,4,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1350,240,76.97,34.6,127.33,0,1.1,26,9,13068,4264,2256,6498,0,50
2005,4,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,7,2.09,0,4.91,0,0,0,0,269,90,0,179,0,0
2005,4,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",389,102,13.9,0,85.6,0,2.5,2,0,3670,709,0,2810,0,151
2005,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1128,221,89.79,13.04,72.41,0.46,45.31,6,0,11442,5617,1052,1957,18,2798
2005,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3027,532,98.07,3.21,173.74,3.97,253.01,0,4,19235,4155,307,5242,114,9417
2005,5,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",31,2,0.78,0,1.22,0,0,0,0,47,14,0,33,0,0
2005,5,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",248,60,16.09,1.65,22.35,0.8,19.11,0,0,2382,609,114,614,18,1027
2005,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1277,236,51.31,3.95,128.05,0,52.69,3,0,9689,3234,208,3468,0,2779
2005,5,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",93,23,8.14,1.66,7.1,0,6.1,3,0,905,378,62,190,0,275
2005,5,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",248,61,16.12,0,34.58,0,10.29,0,0,2385,850,0,940,0,595
2005,5,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",641,156,55.95,3.16,61.83,0.3,34.76,6,0,6510,2925,166,1876,8,1535
2005,5,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",93,15,6.01,1,7.57,0,0.42,0,0,469,167,85,202,0,15
2005,5,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1395,212,58.15,41.12,107.21,1.71,3.82,7,1,7821,2663,1992,3042,39,85
2005,5,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,11,3.61,0,7,0,0.38,0,0,342,125,0,199,0,18
2005,5,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",403,44,13.35,0,22.43,0,8.23,1,0,1643,698,0,567,0,378
2005,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1133,353,84.41,9.38,181.6,0.74,76.87,7,5,23342,6879,815,8655,26,6967
2005,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3073,995,110,24.06,416.75,4.55,439.63,9,28,56510,6854,2532,20920,107,26097
2005,6,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",30,5,0,0,5,0,0,0,0,111,0,0,111,0,0
2005,6,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",236,86,19.56,0.41,31.45,0.21,34.37,5,1,6450,1075,51,2281,4,3039
2005,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1290,496,70.68,8.04,274.62,0,142.67,8,8,25585,4854,498,12015,0,8218
2005,6,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",59,10,6.53,0,2.73,0,0.74,4,0,385,211,0,157,0,17
2005,6,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",266,85,15.55,0.8,59.84,0,8.8,4,2,4215,910,33,2542,0,730
2005,6,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",580,169,40.76,5.6,83.1,0,39.54,16,3,10889,2030,547,5896,0,2416
2005,6,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",90,28,10.82,3.43,11.26,0,2.48,4,2,2436,869,828,458,0,281
2005,6,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1429,333,81.83,77.66,172.66,0,0.85,71,6,20006,4510,5942,9537,0,17
2005,6,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,8,1,0,6.04,0,0.96,1,0,999,40,0,879,0,80
2005,6,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",390,109,14.9,0.46,90.31,0,3.32,1,6,4803,847,39,3518,0,399
2005,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1210,459,109.31,10.37,244.67,0.8,93.84,4,2,27057,8156,840,10893,16,7152
2005,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3347,1463,126.77,23.69,598.51,7.81,706.22,23,28,91712,8836,2826,32304,361,47385
2005,7,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",30,7,0.89,0,6.11,0,0,0,0,480,108,0,372,0,0
